community	wavelength	absorbance
00000000	380	0
00000000	381	0
00000000	382	0
00000000	383	0
00000000	384	0
00000000	385	0
00000000	386	0
00000000	387	0
00000000	388	0
00000000	389	0
00000000	390	0
00000000	391	0
00000000	392	0
00000000	393	0
00000000	394	0
00000000	395	0
00000000	396	0
00000000	397	0
00000000	398	0
00000000	399	0
00000000	400	0
00000000	401	0
00000000	402	0
00000000	403	0
00000000	404	0
00000000	405	0
00000000	406	0
00000000	407	0
00000000	408	0
00000000	409	0
00000000	410	0
00000000	411	0
00000000	412	0
00000000	413	0
00000000	414	0
00000000	415	0
00000000	416	0
00000000	417	0
00000000	418	0
00000000	419	0
00000000	420	0
00000000	421	0
00000000	422	0
00000000	423	0
00000000	424	0
00000000	425	0
00000000	426	0
00000000	427	0
00000000	428	0
00000000	429	0
00000000	430	0
00000000	431	0
00000000	432	0
00000000	433	0
00000000	434	0
00000000	435	0
00000000	436	0
00000000	437	0
00000000	438	0
00000000	439	0
00000000	440	0
00000000	441	0
00000000	442	0
00000000	443	0
00000000	444	0
00000000	445	0
00000000	446	0
00000000	447	0
00000000	448	0
00000000	449	0
00000000	450	0
00000000	451	0
00000000	452	0
00000000	453	0
00000000	454	0
00000000	455	0
00000000	456	0
00000000	457	0
00000000	458	0
00000000	459	0
00000000	460	0
00000000	461	0
00000000	462	0
00000000	463	0
00000000	464	0
00000000	465	0
00000000	466	0
00000000	467	0
00000000	468	0
00000000	469	0
00000000	470	0
00000000	471	0
00000000	472	0
00000000	473	0
00000000	474	0
00000000	475	0
00000000	476	0
00000000	477	0
00000000	478	0
00000000	479	0
00000000	480	0
00000000	481	0
00000000	482	0
00000000	483	0
00000000	484	0
00000000	485	0
00000000	486	0
00000000	487	0
00000000	488	0
00000000	489	0
00000000	490	0
00000000	491	0
00000000	492	0
00000000	493	0
00000000	494	0
00000000	495	0
00000000	496	0
00000000	497	0
00000000	498	0
00000000	499	0
00000000	500	0
00000000	501	0
00000000	502	0
00000000	503	0
00000000	504	0
00000000	505	0
00000000	506	0
00000000	507	0
00000000	508	0
00000000	509	0
00000000	510	0
00000000	511	0
00000000	512	0
00000000	513	0
00000000	514	0
00000000	515	0
00000000	516	0
00000000	517	0
00000000	518	0
00000000	519	0
00000000	520	0
00000000	521	0
00000000	522	0
00000000	523	0
00000000	524	0
00000000	525	0
00000000	526	0
00000000	527	0
00000000	528	0
00000000	529	0
00000000	530	0
00000000	531	0
00000000	532	0
00000000	533	0
00000000	534	0
00000000	535	0
00000000	536	0
00000000	537	0
00000000	538	0
00000000	539	0
00000000	540	0
00000000	541	0
00000000	542	0
00000000	543	0
00000000	544	0
00000000	545	0
00000000	546	0
00000000	547	0
00000000	548	0
00000000	549	0
00000000	550	0
00000000	551	0
00000000	552	0
00000000	553	0
00000000	554	0
00000000	555	0
00000000	556	0
00000000	557	0
00000000	558	0
00000000	559	0
00000000	560	0
00000000	561	0
00000000	562	0
00000000	563	0
00000000	564	0
00000000	565	0
00000000	566	0
00000000	567	0
00000000	568	0
00000000	569	0
00000000	570	0
00000000	571	0
00000000	572	0
00000000	573	0
00000000	574	0
00000000	575	0
00000000	576	0
00000000	577	0
00000000	578	0
00000000	579	0
00000000	580	0
00000000	581	0
00000000	582	0
00000000	583	0
00000000	584	0
00000000	585	0
00000000	586	0
00000000	587	0
00000000	588	0
00000000	589	0
00000000	590	0
00000000	591	0
00000000	592	0
00000000	593	0
00000000	594	0
00000000	595	0
00000000	596	0
00000000	597	0
00000000	598	0
00000000	599	0
00000000	600	0
00000000	601	0
00000000	602	0
00000000	603	0
00000000	604	0
00000000	605	0
00000000	606	0
00000000	607	0
00000000	608	0
00000000	609	0
00000000	610	0
00000000	611	0
00000000	612	0
00000000	613	0
00000000	614	0
00000000	615	0
00000000	616	0
00000000	617	0
00000000	618	0
00000000	619	0
00000000	620	0
00000000	621	0
00000000	622	0
00000000	623	0
00000000	624	0
00000000	625	0
00000000	626	0
00000000	627	0
00000000	628	0
00000000	629	0
00000000	630	0
00000000	631	0
00000000	632	0
00000000	633	0
00000000	634	0
00000000	635	0
00000000	636	0
00000000	637	0
00000000	638	0
00000000	639	0
00000000	640	0
00000000	641	0
00000000	642	0
00000000	643	0
00000000	644	0
00000000	645	0
00000000	646	0
00000000	647	0
00000000	648	0
00000000	649	0
00000000	650	0
00000000	651	0
00000000	652	0
00000000	653	0
00000000	654	0
00000000	655	0
00000000	656	0
00000000	657	0
00000000	658	0
00000000	659	0
00000000	660	0
00000000	661	0
00000000	662	0
00000000	663	0
00000000	664	0
00000000	665	0
00000000	666	0
00000000	667	0
00000000	668	0
00000000	669	0
00000000	670	0
00000000	671	0
00000000	672	0
00000000	673	0
00000000	674	0
00000000	675	0
00000000	676	0
00000000	677	0
00000000	678	0
00000000	679	0
00000000	680	0
00000000	681	0
00000000	682	0
00000000	683	0
00000000	684	0
00000000	685	0
00000000	686	0
00000000	687	0
00000000	688	0
00000000	689	0
00000000	690	0
00000000	691	0
00000000	692	0
00000000	693	0
00000000	694	0
00000000	695	0
00000000	696	0
00000000	697	0
00000000	698	0
00000000	699	0
00000000	700	0
00000000	701	0
00000000	702	0
00000000	703	0
00000000	704	0
00000000	705	0
00000000	706	0
00000000	707	0
00000000	708	0
00000000	709	0
00000000	710	0
00000000	711	0
00000000	712	0
00000000	713	0
00000000	714	0
00000000	715	0
00000000	716	0
00000000	717	0
00000000	718	0
00000000	719	0
00000000	720	0
00000000	721	0
00000000	722	0
00000000	723	0
00000000	724	0
00000000	725	0
00000000	726	0
00000000	727	0
00000000	728	0
00000000	729	0
00000000	730	0
00000000	731	0
00000000	732	0
00000000	733	0
00000000	734	0
00000000	735	0
00000000	736	0
00000000	737	0
00000000	738	0
00000000	739	0
00000000	740	0
00000000	741	0
00000000	742	0
00000000	743	0
00000000	744	0
00000000	745	0
00000000	746	0
00000000	747	0
00000000	748	0
00000000	749	0
00000000	750	0
00000000	751	0
00000000	752	0
00000000	753	0
00000000	754	0
00000000	755	0
00000000	756	0
00000000	757	0
00000000	758	0
00000000	759	0
00000000	760	0
00000000	761	0
00000000	762	0
00000000	763	0
00000000	764	0
00000000	765	0
00000000	766	0
00000000	767	0
00000000	768	0
00000000	769	0
00000000	770	0
00000000	771	0
00000000	772	0
00000000	773	0
00000000	774	0
00000000	775	0
00000000	776	0
00000000	777	0
00000000	778	0
00000000	779	0
00000000	780	0
00000001	380	0.1642
00000001	381	0.1615
00000001	382	0.1591
00000001	383	0.1562
00000001	384	0.1537
00000001	385	0.1508
00000001	386	0.1491
00000001	387	0.147
00000001	388	0.1446
00000001	389	0.1429
00000001	390	0.1409
00000001	391	0.1396
00000001	392	0.1379
00000001	393	0.1368
00000001	394	0.1362
00000001	395	0.1355
00000001	396	0.135
00000001	397	0.135
00000001	398	0.1349
00000001	399	0.1347
00000001	400	0.1352
00000001	401	0.1355
00000001	402	0.1362
00000001	403	0.1362
00000001	404	0.1365
00000001	405	0.1364
00000001	406	0.1366
00000001	407	0.1368
00000001	408	0.1366
00000001	409	0.1361
00000001	410	0.137
00000001	411	0.1365
00000001	412	0.1369
00000001	413	0.1366
00000001	414	0.1372
00000001	415	0.1377
00000001	416	0.1384
00000001	417	0.1391
00000001	418	0.1403
00000001	419	0.1413
00000001	420	0.1423
00000001	421	0.1434
00000001	422	0.1447
00000001	423	0.1459
00000001	424	0.1474
00000001	425	0.1483
00000001	426	0.15
00000001	427	0.151
00000001	428	0.1517
00000001	429	0.1536
00000001	430	0.1544
00000001	431	0.1551
00000001	432	0.156
00000001	433	0.1566
00000001	434	0.1575
00000001	435	0.1585
00000001	436	0.159
00000001	437	0.1598
00000001	438	0.1616
00000001	439	0.1623
00000001	440	0.1639
00000001	441	0.1655
00000001	442	0.1672
00000001	443	0.1688
00000001	444	0.1709
00000001	445	0.1739
00000001	446	0.1764
00000001	447	0.1787
00000001	448	0.1809
00000001	449	0.1843
00000001	450	0.1866
00000001	451	0.1894
00000001	452	0.1923
00000001	453	0.1949
00000001	454	0.1974
00000001	455	0.1996
00000001	456	0.2025
00000001	457	0.2051
00000001	458	0.207
00000001	459	0.2092
00000001	460	0.2113
00000001	461	0.2131
00000001	462	0.215
00000001	463	0.2165
00000001	464	0.2188
00000001	465	0.2211
00000001	466	0.2232
00000001	467	0.2253
00000001	468	0.2281
00000001	469	0.2307
00000001	470	0.2333
00000001	471	0.2364
00000001	472	0.2406
00000001	473	0.244
00000001	474	0.2477
00000001	475	0.2516
00000001	476	0.257
00000001	477	0.2606
00000001	478	0.2644
00000001	479	0.2696
00000001	480	0.2746
00000001	481	0.2783
00000001	482	0.2826
00000001	483	0.287
00000001	484	0.2896
00000001	485	0.292
00000001	486	0.2954
00000001	487	0.2981
00000001	488	0.3011
00000001	489	0.3027
00000001	490	0.3049
00000001	491	0.3069
00000001	492	0.3082
00000001	493	0.3095
00000001	494	0.3114
00000001	495	0.3128
00000001	496	0.3141
00000001	497	0.3168
00000001	498	0.318
00000001	499	0.3204
00000001	500	0.323
00000001	501	0.3264
00000001	502	0.3296
00000001	503	0.3334
00000001	504	0.3377
00000001	505	0.342
00000001	506	0.346
00000001	507	0.3518
00000001	508	0.3573
00000001	509	0.3623
00000001	510	0.3681
00000001	511	0.3715
00000001	512	0.375
00000001	513	0.3797
00000001	514	0.3826
00000001	515	0.3835
00000001	516	0.3845
00000001	517	0.3841
00000001	518	0.3827
00000001	519	0.3806
00000001	520	0.3767
00000001	521	0.3717
00000001	522	0.3666
00000001	523	0.3598
00000001	524	0.3529
00000001	525	0.3454
00000001	526	0.3385
00000001	527	0.3297
00000001	528	0.322
00000001	529	0.3159
00000001	530	0.3093
00000001	531	0.301
00000001	532	0.2933
00000001	533	0.2881
00000001	534	0.282
00000001	535	0.2777
00000001	536	0.2735
00000001	537	0.2701
00000001	538	0.2671
00000001	539	0.2654
00000001	540	0.2637
00000001	541	0.2631
00000001	542	0.2639
00000001	543	0.2645
00000001	544	0.2659
00000001	545	0.268
00000001	546	0.2707
00000001	547	0.2726
00000001	548	0.2751
00000001	549	0.2786
00000001	550	0.2816
00000001	551	0.2842
00000001	552	0.2873
00000001	553	0.289
00000001	554	0.2906
00000001	555	0.2914
00000001	556	0.2911
00000001	557	0.2895
00000001	558	0.2874
00000001	559	0.2822
00000001	560	0.2787
00000001	561	0.2729
00000001	562	0.2648
00000001	563	0.2557
00000001	564	0.2481
00000001	565	0.2384
00000001	566	0.2277
00000001	567	0.2181
00000001	568	0.2096
00000001	569	0.1992
00000001	570	0.1882
00000001	571	0.18
00000001	572	0.1724
00000001	573	0.163
00000001	574	0.1536
00000001	575	0.1476
00000001	576	0.1405
00000001	577	0.1322
00000001	578	0.126
00000001	579	0.1211
00000001	580	0.1152
00000001	581	0.1086
00000001	582	0.1045
00000001	583	0.1008
00000001	584	0.095
00000001	585	0.0908
00000001	586	0.0876
00000001	587	0.0833
00000001	588	0.0802
00000001	589	0.0774
00000001	590	0.0749
00000001	591	0.0717
00000001	592	0.0691
00000001	593	0.0666
00000001	594	0.065
00000001	595	0.0632
00000001	596	0.0607
00000001	597	0.0592
00000001	598	0.0574
00000001	599	0.0561
00000001	600	0.0546
00000001	601	0.0537
00000001	602	0.0523
00000001	603	0.051
00000001	604	0.0497
00000001	605	0.0493
00000001	606	0.0471
00000001	607	0.0462
00000001	608	0.0449
00000001	609	0.0451
00000001	610	0.0442
00000001	611	0.0434
00000001	612	0.0423
00000001	613	0.042
00000001	614	0.042
00000001	615	0.0416
00000001	616	0.0405
00000001	617	0.0396
00000001	618	0.0382
00000001	619	0.0388
00000001	620	0.0379
00000001	621	0.0378
00000001	622	0.0379
00000001	623	0.0372
00000001	624	0.0362
00000001	625	0.0358
00000001	626	0.035
00000001	627	0.0354
00000001	628	0.0347
00000001	629	0.0338
00000001	630	0.0345
00000001	631	0.0342
00000001	632	0.0332
00000001	633	0.0336
00000001	634	0.0329
00000001	635	0.0333
00000001	636	0.0322
00000001	637	0.0328
00000001	638	0.031
00000001	639	0.0313
00000001	640	0.0318
00000001	641	0.0315
00000001	642	0.03
00000001	643	0.0309
00000001	644	0.0305
00000001	645	0.0302
00000001	646	0.0295
00000001	647	0.0289
00000001	648	0.0294
00000001	649	0.0292
00000001	650	0.0296
00000001	651	0.0292
00000001	652	0.0284
00000001	653	0.0288
00000001	654	0.0288
00000001	655	0.028
00000001	656	0.0273
00000001	657	0.0287
00000001	658	0.028
00000001	659	0.0273
00000001	660	0.0262
00000001	661	0.0274
00000001	662	0.0269
00000001	663	0.0272
00000001	664	0.027
00000001	665	0.0271
00000001	666	0.0263
00000001	667	0.0264
00000001	668	0.0263
00000001	669	0.0255
00000001	670	0.0254
00000001	671	0.0265
00000001	672	0.0259
00000001	673	0.0251
00000001	674	0.0258
00000001	675	0.0257
00000001	676	0.0252
00000001	677	0.0252
00000001	678	0.0258
00000001	679	0.0244
00000001	680	0.0237
00000001	681	0.0244
00000001	682	0.0245
00000001	683	0.024
00000001	684	0.0243
00000001	685	0.0241
00000001	686	0.0242
00000001	687	0.0244
00000001	688	0.0244
00000001	689	0.0232
00000001	690	0.0233
00000001	691	0.0229
00000001	692	0.0235
00000001	693	0.0234
00000001	694	0.0228
00000001	695	0.0232
00000001	696	0.023
00000001	697	0.0222
00000001	698	0.0222
00000001	699	0.0221
00000001	700	0.0226
00000001	701	0.022
00000001	702	0.0216
00000001	703	0.0219
00000001	704	0.0213
00000001	705	0.0217
00000001	706	0.0209
00000001	707	0.021
00000001	708	0.0213
00000001	709	0.0209
00000001	710	0.0203
00000001	711	0.0199
00000001	712	0.0204
00000001	713	0.02
00000001	714	0.0201
00000001	715	0.0203
00000001	716	0.0201
00000001	717	0.0204
00000001	718	0.0204
00000001	719	0.019
00000001	720	0.0193
00000001	721	0.0198
00000001	722	0.0193
00000001	723	0.02
00000001	724	0.0198
00000001	725	0.0196
00000001	726	0.0198
00000001	727	0.0188
00000001	728	0.0196
00000001	729	0.0191
00000001	730	0.0191
00000001	731	0.0195
00000001	732	0.0186
00000001	733	0.0185
00000001	734	0.0175
00000001	735	0.0182
00000001	736	0.0181
00000001	737	0.0186
00000001	738	0.0186
00000001	739	0.0184
00000001	740	0.0182
00000001	741	0.0189
00000001	742	0.0179
00000001	743	0.0178
00000001	744	0.0177
00000001	745	0.0183
00000001	746	0.0172
00000001	747	0.0177
00000001	748	0.0177
00000001	749	0.017
00000001	750	0.0179
00000001	751	0.0165
00000001	752	0.0158
00000001	753	0.0173
00000001	754	0.0165
00000001	755	0.0168
00000001	756	0.0169
00000001	757	0.0173
00000001	758	0.0166
00000001	759	0.0168
00000001	760	0.0173
00000001	761	0.0174
00000001	762	0.0159
00000001	763	0.0163
00000001	764	0.016
00000001	765	0.0163
00000001	766	0.0153
00000001	767	0.0168
00000001	768	0.0175
00000001	769	0.0144
00000001	770	0.0162
00000001	771	0.0167
00000001	772	0.0158
00000001	773	0.0163
00000001	774	0.0159
00000001	775	0.0165
00000001	776	0.0164
00000001	777	0.0158
00000001	778	0.0165
00000001	779	0.0155
00000001	780	0.0163
00000010	380	0.0142
00000010	381	0.0148
00000010	382	0.0152
00000010	383	0.0154
00000010	384	0.0162
00000010	385	0.0162
00000010	386	0.017
00000010	387	0.0174
00000010	388	0.0176
00000010	389	0.0179
00000010	390	0.0181
00000010	391	0.0187
00000010	392	0.0185
00000010	393	0.0186
00000010	394	0.0193
00000010	395	0.0198
00000010	396	0.0203
00000010	397	0.0211
00000010	398	0.0217
00000010	399	0.0222
00000010	400	0.0234
00000010	401	0.024
00000010	402	0.0249
00000010	403	0.0255
00000010	404	0.0268
00000010	405	0.0268
00000010	406	0.0275
00000010	407	0.028
00000010	408	0.0277
00000010	409	0.0271
00000010	410	0.0273
00000010	411	0.0268
00000010	412	0.0259
00000010	413	0.0247
00000010	414	0.0233
00000010	415	0.0221
00000010	416	0.021
00000010	417	0.0203
00000010	418	0.018
00000010	419	0.0167
00000010	420	0.0157
00000010	421	0.0145
00000010	422	0.0132
00000010	423	0.0118
00000010	424	0.0108
00000010	425	0.01
00000010	426	0.0088
00000010	427	0.0079
00000010	428	0.0073
00000010	429	0.0067
00000010	430	0.00600000000000001
00000010	431	0.0051
00000010	432	0.0045
00000010	433	0.00389999999999999
00000010	434	0.0038
00000010	435	0.00310000000000001
00000010	436	0.0029
00000010	437	0.0023
00000010	438	0.0023
00000010	439	0.0023
00000010	440	0.002
00000010	441	0.0018
00000010	442	0.0015
00000010	443	0.0013
00000010	444	0.0011
00000010	445	0.0017
00000010	446	0.0012
00000010	447	0.0011
00000010	448	0.0011
00000010	449	0.0012
00000010	450	0.000800000000000002
00000010	451	0.001
00000010	452	0.000699999999999999
00000010	453	0.000800000000000002
00000010	454	0.000899999999999998
00000010	455	0.001
00000010	456	0.000800000000000002
00000010	457	0.000799999999999995
00000010	458	0.000800000000000002
00000010	459	0.000699999999999999
00000010	460	0.000800000000000002
00000010	461	0.0011
00000010	462	0.000800000000000002
00000010	463	0.000900000000000005
00000010	464	0.0011
00000010	465	0.000600000000000003
00000010	466	0.0013
00000010	467	0.000800000000000002
00000010	468	0.000800000000000002
00000010	469	0.0011
00000010	470	0.000700000000000006
00000010	471	0.000899999999999998
00000010	472	0.00120000000000001
00000010	473	0.001
00000010	474	0.0012
00000010	475	0.00120000000000001
00000010	476	0.00140000000000001
00000010	477	0.0011
00000010	478	0.0011
00000010	479	0.0015
00000010	480	0.0013
00000010	481	0.0013
00000010	482	0.00140000000000001
00000010	483	0.0015
00000010	484	0.0015
00000010	485	0.0016
00000010	486	0.0016
00000010	487	0.0016
00000010	488	0.0017
00000010	489	0.0017
00000010	490	0.0019
00000010	491	0.0018
00000010	492	0.0019
00000010	493	0.0018
00000010	494	0.0018
00000010	495	0.00199999999999999
00000010	496	0.00199999999999999
00000010	497	0.0028
00000010	498	0.0021
00000010	499	0.0026
00000010	500	0.0026
00000010	501	0.0029
00000010	502	0.0031
00000010	503	0.0029
00000010	504	0.0033
00000010	505	0.0036
00000010	506	0.003
00000010	507	0.0031
00000010	508	0.0041
00000010	509	0.004
00000010	510	0.0041
00000010	511	0.00439999999999999
00000010	512	0.0041
00000010	513	0.0045
00000010	514	0.005
00000010	515	0.0052
00000010	516	0.0055
00000010	517	0.0055
00000010	518	0.0057
00000010	519	0.0062
00000010	520	0.0068
00000010	521	0.007
00000010	522	0.0071
00000010	523	0.0075
00000010	524	0.00779999999999999
00000010	525	0.008
00000010	526	0.0084
00000010	527	0.0084
00000010	528	0.009
00000010	529	0.0096
00000010	530	0.0098
00000010	531	0.0103
00000010	532	0.0104
00000010	533	0.0109
00000010	534	0.0115
00000010	535	0.0117
00000010	536	0.0123
00000010	537	0.0128
00000010	538	0.0136
00000010	539	0.014
00000010	540	0.0148
00000010	541	0.0153
00000010	542	0.016
00000010	543	0.0166
00000010	544	0.0172
00000010	545	0.0183
00000010	546	0.019
00000010	547	0.0195
00000010	548	0.0197
00000010	549	0.0209
00000010	550	0.0222
00000010	551	0.0227
00000010	552	0.0234
00000010	553	0.0246
00000010	554	0.026
00000010	555	0.0271
00000010	556	0.0278
00000010	557	0.0295
00000010	558	0.0313
00000010	559	0.0324
00000010	560	0.0335
00000010	561	0.0351
00000010	562	0.037
00000010	563	0.0387
00000010	564	0.0401
00000010	565	0.0417
00000010	566	0.0439
00000010	567	0.0459
00000010	568	0.0472
00000010	569	0.0484
00000010	570	0.0508
00000010	571	0.0528
00000010	572	0.0539
00000010	573	0.0564
00000010	574	0.0579
00000010	575	0.0596
00000010	576	0.0613
00000010	577	0.0624
00000010	578	0.0644
00000010	579	0.0669
00000010	580	0.0682
00000010	581	0.0702
00000010	582	0.0708
00000010	583	0.0725
00000010	584	0.0743
00000010	585	0.0762
00000010	586	0.0767
00000010	587	0.0785
00000010	588	0.0803
00000010	589	0.0817
00000010	590	0.0838
00000010	591	0.0851
00000010	592	0.087
00000010	593	0.0889
00000010	594	0.0916
00000010	595	0.0937
00000010	596	0.0955
00000010	597	0.0982
00000010	598	0.1004
00000010	599	0.1037
00000010	600	0.1076
00000010	601	0.1112
00000010	602	0.1154
00000010	603	0.1192
00000010	604	0.1222
00000010	605	0.1278
00000010	606	0.1338
00000010	607	0.1382
00000010	608	0.1429
00000010	609	0.1492
00000010	610	0.156
00000010	611	0.1614
00000010	612	0.1669
00000010	613	0.1736
00000010	614	0.1808
00000010	615	0.1874
00000010	616	0.1927
00000010	617	0.1992
00000010	618	0.2048
00000010	619	0.2112
00000010	620	0.2172
00000010	621	0.2225
00000010	622	0.2281
00000010	623	0.2325
00000010	624	0.2368
00000010	625	0.2402
00000010	626	0.2424
00000010	627	0.2446
00000010	628	0.246
00000010	629	0.2458
00000010	630	0.2465
00000010	631	0.2444
00000010	632	0.2413
00000010	633	0.2386
00000010	634	0.2345
00000010	635	0.2288
00000010	636	0.2225
00000010	637	0.2167
00000010	638	0.2095
00000010	639	0.201
00000010	640	0.1924
00000010	641	0.1854
00000010	642	0.1751
00000010	643	0.1653
00000010	644	0.1572
00000010	645	0.1488
00000010	646	0.1383
00000010	647	0.1289
00000010	648	0.1211
00000010	649	0.1131
00000010	650	0.1056
00000010	651	0.095
00000010	652	0.0877
00000010	653	0.0845
00000010	654	0.0758
00000010	655	0.0673
00000010	656	0.0619
00000010	657	0.058
00000010	658	0.0523
00000010	659	0.0466
00000010	660	0.0435
00000010	661	0.0405
00000010	662	0.0363
00000010	663	0.0328
00000010	664	0.0303
00000010	665	0.0269
00000010	666	0.0234
00000010	667	0.0221
00000010	668	0.0211
00000010	669	0.0178
00000010	670	0.0155
00000010	671	0.0149
00000010	672	0.0132
00000010	673	0.0117
00000010	674	0.0104
00000010	675	0.0095
00000010	676	0.009
00000010	677	0.0071
00000010	678	0.0072
00000010	679	0.0062
00000010	680	0.0045
00000010	681	0.0047
00000010	682	0.00360000000000001
00000010	683	0.0035
00000010	684	0.0035
00000010	685	0.00219999999999999
00000010	686	0.0023
00000010	687	0.0019
00000010	688	0.0018
00000010	689	0.000899999999999998
00000010	690	-0.000199999999999999
00000010	691	0.000799999999999995
00000010	692	0
00000010	693	0
00000010	694	0
00000010	695	-0.000300000000000002
00000010	696	-0.000800000000000002
00000010	697	-0.0013
00000010	698	-0.0013
00000010	699	-0.0013
00000010	700	-0.000599999999999996
00000010	701	-0.0011
00000010	702	-0.0022
00000010	703	-0.0019
00000010	704	-0.0024
00000010	705	-0.00199999999999999
00000010	706	-0.0027
00000010	707	-0.0024
00000010	708	-0.0028
00000010	709	-0.0029
00000010	710	-0.00260000000000001
00000010	711	-0.0032
00000010	712	-0.0027
00000010	713	-0.00310000000000001
00000010	714	-0.0028
00000010	715	-0.0025
00000010	716	-0.003
00000010	717	-0.00260000000000001
00000010	718	-0.00199999999999999
00000010	719	-0.0033
00000010	720	-0.0027
00000010	721	-0.0031
00000010	722	-0.0018
00000010	723	-0.0029
00000010	724	-0.00240000000000001
00000010	725	-0.0025
00000010	726	-0.0026
00000010	727	-0.003
00000010	728	-0.0033
00000010	729	-0.0028
00000010	730	-0.0031
00000010	731	-0.0025
00000010	732	-0.003
00000010	733	-0.0017
00000010	734	-0.0027
00000010	735	-0.0033
00000010	736	-0.0032
00000010	737	-0.0031
00000010	738	-0.0028
00000010	739	-0.0022
00000010	740	-0.0036
00000010	741	-0.00199999999999999
00000010	742	-0.002
00000010	743	-0.0029
00000010	744	-0.0026
00000010	745	-0.0022
00000010	746	-0.0032
00000010	747	-0.0031
00000010	748	-0.0017
00000010	749	-0.003
00000010	750	-0.003
00000010	751	-0.0038
00000010	752	-0.0035
00000010	753	-0.0029
00000010	754	-0.0036
00000010	755	-0.0035
00000010	756	-0.0029
00000010	757	-0.0028
00000010	758	-0.0027
00000010	759	-0.0029
00000010	760	-0.0024
00000010	761	-0.0033
00000010	762	-0.0036
00000010	763	-0.0031
00000010	764	-0.004
00000010	765	-0.0031
00000010	766	-0.0025
00000010	767	-0.0028
00000010	768	-0.0033
00000010	769	-0.0038
00000010	770	-0.0042
00000010	771	-0.0027
00000010	772	-0.00410000000000001
00000010	773	-0.00310000000000001
00000010	774	-0.00360000000000001
00000010	775	-0.0031
00000010	776	-0.0039
00000010	777	-0.0032
00000010	778	-0.0038
00000010	779	-0.0031
00000010	780	-0.0035
00000100	380	0.3584
00000100	381	0.3547
00000100	382	0.3513
00000100	383	0.3476
00000100	384	0.3445
00000100	385	0.3406
00000100	386	0.3379
00000100	387	0.3348
00000100	388	0.3317
00000100	389	0.3293
00000100	390	0.3261
00000100	391	0.3225
00000100	392	0.3194
00000100	393	0.3171
00000100	394	0.3143
00000100	395	0.3113
00000100	396	0.3086
00000100	397	0.3064
00000100	398	0.3032
00000100	399	0.2999
00000100	400	0.298
00000100	401	0.2951
00000100	402	0.2925
00000100	403	0.289
00000100	404	0.2873
00000100	405	0.2841
00000100	406	0.2815
00000100	407	0.2791
00000100	408	0.2766
00000100	409	0.2731
00000100	410	0.2711
00000100	411	0.2682
00000100	412	0.2653
00000100	413	0.2624
00000100	414	0.2591
00000100	415	0.2558
00000100	416	0.2542
00000100	417	0.2515
00000100	418	0.2478
00000100	419	0.2452
00000100	420	0.2431
00000100	421	0.2409
00000100	422	0.2383
00000100	423	0.2353
00000100	424	0.2332
00000100	425	0.231
00000100	426	0.2281
00000100	427	0.2258
00000100	428	0.2234
00000100	429	0.2209
00000100	430	0.218
00000100	431	0.2152
00000100	432	0.2125
00000100	433	0.2094
00000100	434	0.2071
00000100	435	0.2042
00000100	436	0.2018
00000100	437	0.1994
00000100	438	0.1967
00000100	439	0.1951
00000100	440	0.193
00000100	441	0.1903
00000100	442	0.1878
00000100	443	0.1858
00000100	444	0.1831
00000100	445	0.18
00000100	446	0.1771
00000100	447	0.1746
00000100	448	0.172
00000100	449	0.1692
00000100	450	0.1664
00000100	451	0.1641
00000100	452	0.1613
00000100	453	0.1588
00000100	454	0.1565
00000100	455	0.1539
00000100	456	0.1507
00000100	457	0.1483
00000100	458	0.1455
00000100	459	0.1424
00000100	460	0.1396
00000100	461	0.1374
00000100	462	0.1342
00000100	463	0.132
00000100	464	0.1288
00000100	465	0.1254
00000100	466	0.1237
00000100	467	0.1216
00000100	468	0.119
00000100	469	0.1165
00000100	470	0.1147
00000100	471	0.1131
00000100	472	0.1106
00000100	473	0.1091
00000100	474	0.1076
00000100	475	0.1059
00000100	476	0.104
00000100	477	0.1027
00000100	478	0.1013
00000100	479	0.0994
00000100	480	0.0978
00000100	481	0.0961
00000100	482	0.0948
00000100	483	0.0937
00000100	484	0.0926
00000100	485	0.0916
00000100	486	0.0901
00000100	487	0.0889
00000100	488	0.0882
00000100	489	0.0868
00000100	490	0.0861
00000100	491	0.0853
00000100	492	0.0843
00000100	493	0.0832
00000100	494	0.0829
00000100	495	0.082
00000100	496	0.0809
00000100	497	0.0805
00000100	498	0.0794
00000100	499	0.0791
00000100	500	0.0782
00000100	501	0.0779
00000100	502	0.0774
00000100	503	0.0765
00000100	504	0.0762
00000100	505	0.0761
00000100	506	0.0747
00000100	507	0.0744
00000100	508	0.0739
00000100	509	0.0738
00000100	510	0.073
00000100	511	0.0731
00000100	512	0.0724
00000100	513	0.0719
00000100	514	0.0721
00000100	515	0.0715
00000100	516	0.071
00000100	517	0.0704
00000100	518	0.0704
00000100	519	0.0702
00000100	520	0.07
00000100	521	0.0697
00000100	522	0.0693
00000100	523	0.0694
00000100	524	0.069
00000100	525	0.0687
00000100	526	0.0689
00000100	527	0.0682
00000100	528	0.0686
00000100	529	0.0684
00000100	530	0.0682
00000100	531	0.0684
00000100	532	0.0678
00000100	533	0.068
00000100	534	0.0683
00000100	535	0.0681
00000100	536	0.0684
00000100	537	0.0681
00000100	538	0.0687
00000100	539	0.069
00000100	540	0.0689
00000100	541	0.0693
00000100	542	0.0696
